name,type,value,date
Sri Lanka,confirmed,0.0,2020-01-26
Sri Lanka,confirmed,1.0,2020-01-27
Sri Lanka,confirmed,1.0,2020-01-28
Sri Lanka,confirmed,1.0,2020-01-29
Sri Lanka,confirmed,1.0,2020-01-30
Sri Lanka,confirmed,1.0,2020-01-31
Sri Lanka,confirmed,1.0,2020-02-01
Sri Lanka,confirmed,1.0,2020-02-02
Sri Lanka,confirmed,1.0,2020-02-03
Sri Lanka,confirmed,1.0,2020-02-04
Sri Lanka,confirmed,1.0,2020-02-05
Sri Lanka,confirmed,1.0,2020-02-06
Sri Lanka,confirmed,1.0,2020-02-07
Sri Lanka,confirmed,2.0,2020-02-08
Sri Lanka,confirmed,2.0,2020-02-09
Sri Lanka,confirmed,2.0,2020-02-10
Sri Lanka,confirmed,2.0,2020-02-11
Sri Lanka,confirmed,2.0,2020-02-12
Sri Lanka,confirmed,2.0,2020-02-13
Sri Lanka,confirmed,2.0,2020-02-14
Sri Lanka,confirmed,2.0,2020-02-15
Sri Lanka,confirmed,2.0,2020-02-16
Sri Lanka,confirmed,2.0,2020-02-17
Sri Lanka,confirmed,2.0,2020-02-18
Sri Lanka,confirmed,2.0,2020-02-19
Sri Lanka,confirmed,2.0,2020-02-20
Sri Lanka,confirmed,2.0,2020-02-21
Sri Lanka,confirmed,2.0,2020-02-22
Sri Lanka,confirmed,2.0,2020-02-23
Sri Lanka,confirmed,2.0,2020-02-24
Sri Lanka,confirmed,2.0,2020-02-25
Sri Lanka,confirmed,2.0,2020-02-26
Sweden,confirmed,0.0,2020-01-22
Sweden,confirmed,0.0,2020-01-23
Sweden,confirmed,0.0,2020-01-24
Sweden,confirmed,0.0,2020-01-25
Sweden,confirmed,0.0,2020-01-26
Sweden,confirmed,0.0,2020-01-27
Sweden,confirmed,0.0,2020-01-28
Sweden,confirmed,0.0,2020-01-29
Sweden,confirmed,0.0,2020-01-30
Sweden,confirmed,1.0,2020-01-31
Sweden,confirmed,1.0,2020-02-01
Sweden,confirmed,1.0,2020-02-02
Sweden,confirmed,1.0,2020-02-03
Sweden,confirmed,1.0,2020-02-04
Sweden,confirmed,1.0,2020-02-05
Sweden,confirmed,1.0,2020-02-06
Sweden,confirmed,1.0,2020-02-07
Sweden,confirmed,1.0,2020-02-08
Sweden,confirmed,1.0,2020-02-09
Sweden,confirmed,1.0,2020-02-10
Sweden,confirmed,1.0,2020-02-11
Sweden,confirmed,1.0,2020-02-12
Sweden,confirmed,1.0,2020-02-13
Sweden,confirmed,1.0,2020-02-14
Sweden,confirmed,1.0,2020-02-15
Sweden,confirmed,1.0,2020-02-16
Sweden,confirmed,1.0,2020-02-17
Sweden,confirmed,1.0,2020-02-18
Sweden,confirmed,1.0,2020-02-19
Sweden,confirmed,1.0,2020-02-20
Sweden,confirmed,1.0,2020-02-21
Sweden,confirmed,1.0,2020-02-22
Sweden,confirmed,1.0,2020-02-23
Sweden,confirmed,1.0,2020-02-24
Sweden,confirmed,1.0,2020-02-25
Sweden,confirmed,2.0,2020-02-26
Switzerland,confirmed,0.0,2020-01-22
Switzerland,confirmed,0.0,2020-01-23
Switzerland,confirmed,0.0,2020-01-24
Switzerland,confirmed,0.0,2020-01-25
Switzerland,confirmed,0.0,2020-01-26
Switzerland,confirmed,0.0,2020-01-27
Switzerland,confirmed,0.0,2020-01-28
Switzerland,confirmed,0.0,2020-01-29
Switzerland,confirmed,0.0,2020-01-30
Switzerland,confirmed,0.0,2020-01-31
Switzerland,confirmed,0.0,2020-02-01
Switzerland,confirmed,0.0,2020-02-02
Switzerland,confirmed,0.0,2020-02-03
Switzerland,confirmed,0.0,2020-02-04
Switzerland,confirmed,0.0,2020-02-05
Switzerland,confirmed,0.0,2020-02-06
Switzerland,confirmed,0.0,2020-02-07
Switzerland,confirmed,0.0,2020-02-08
Switzerland,confirmed,0.0,2020-02-09
Switzerland,confirmed,0.0,2020-02-10
Switzerland,confirmed,0.0,2020-02-11
Switzerland,confirmed,0.0,2020-02-12
Switzerland,confirmed,0.0,2020-02-13
Switzerland,confirmed,0.0,2020-02-14
Switzerland,confirmed,0.0,2020-02-15
Switzerland,confirmed,0.0,2020-02-16
Switzerland,confirmed,0.0,2020-02-17
Switzerland,confirmed,0.0,2020-02-18
Switzerland,confirmed,0.0,2020-02-19
Switzerland,confirmed,0.0,2020-02-20
Switzerland,confirmed,0.0,2020-02-21
Switzerland,confirmed,0.0,2020-02-22
Switzerland,confirmed,0.0,2020-02-23
Switzerland,confirmed,0.0,2020-02-24
Switzerland,confirmed,1.0,2020-02-25
Switzerland,confirmed,1.0,2020-02-26
Thailand,confirmed,2.0,2020-01-22
Thailand,confirmed,3.0,2020-01-23
Thailand,confirmed,5.0,2020-01-24
Thailand,confirmed,7.0,2020-01-25
Thailand,confirmed,10.0,2020-01-26
Thailand,confirmed,10.0,2020-01-27
Thailand,confirmed,19.0,2020-01-28
Thailand,confirmed,19.0,2020-01-29
Thailand,confirmed,19.0,2020-01-30
Thailand,confirmed,24.0,2020-01-31
Thailand,confirmed,24.0,2020-02-01
Thailand,confirmed,24.0,2020-02-02
Thailand,confirmed,24.0,2020-02-03
Thailand,confirmed,30.0,2020-02-04
Thailand,confirmed,30.0,2020-02-05
Thailand,confirmed,30.0,2020-02-06
Thailand,confirmed,30.0,2020-02-07
Thailand,confirmed,42.0,2020-02-08
Thailand,confirmed,42.0,2020-02-09
Thailand,confirmed,42.0,2020-02-10
Thailand,confirmed,43.0,2020-02-11
Thailand,confirmed,43.0,2020-02-12
Thailand,confirmed,45.0,2020-02-13
Thailand,confirmed,45.0,2020-02-14
Thailand,confirmed,45.0,2020-02-15
Thailand,confirmed,48.0,2020-02-16
Thailand,confirmed,50.0,2020-02-17
Thailand,confirmed,50.0,2020-02-18
Thailand,confirmed,50.0,2020-02-19
Thailand,confirmed,50.0,2020-02-20
Thailand,confirmed,52.0,2020-02-21
Thailand,confirmed,52.0,2020-02-22
Thailand,confirmed,56.0,2020-02-23
Thailand,confirmed,56.0,2020-02-24
Thailand,confirmed,59.0,2020-02-25
Thailand,confirmed,62.0,2020-02-26
UK,confirmed,0.0,2020-01-22
UK,confirmed,0.0,2020-01-23
UK,confirmed,0.0,2020-01-24
UK,confirmed,0.0,2020-01-25
UK,confirmed,0.0,2020-01-26
UK,confirmed,0.0,2020-01-27
UK,confirmed,0.0,2020-01-28
UK,confirmed,0.0,2020-01-29
UK,confirmed,0.0,2020-01-30
UK,confirmed,2.0,2020-01-31
UK,confirmed,2.0,2020-02-01
UK,confirmed,2.0,2020-02-02
UK,confirmed,2.0,2020-02-03
UK,confirmed,2.0,2020-02-04
UK,confirmed,2.0,2020-02-05
UK,confirmed,2.0,2020-02-06
UK,confirmed,3.0,2020-02-07
UK,confirmed,3.0,2020-02-08
UK,confirmed,3.0,2020-02-09
UK,confirmed,8.0,2020-02-10
UK,confirmed,8.0,2020-02-11
UK,confirmed,10.0,2020-02-12
UK,confirmed,10.0,2020-02-13
UK,confirmed,10.0,2020-02-14
UK,confirmed,10.0,2020-02-15
UK,confirmed,17.0,2020-02-16
UK,confirmed,17.0,2020-02-17
UK,confirmed,17.0,2020-02-18
UK,confirmed,17.0,2020-02-19
UK,confirmed,17.0,2020-02-20
UK,confirmed,17.0,2020-02-21
UK,confirmed,17.0,2020-02-22
UK,confirmed,17.0,2020-02-23
UK,confirmed,21.0,2020-02-24
UK,confirmed,21.0,2020-02-25
UK,confirmed,21.0,2020-02-26
US,confirmed,1.0,2020-01-22
US,confirmed,1.0,2020-01-23
US,confirmed,2.0,2020-01-24
US,confirmed,2.0,2020-01-25
US,confirmed,5.0,2020-01-26
US,confirmed,5.0,2020-01-27
US,confirmed,5.0,2020-01-28
US,confirmed,5.0,2020-01-29
US,confirmed,5.0,2020-01-30
US,confirmed,7.0,2020-01-31
US,confirmed,8.0,2020-02-01
US,confirmed,8.0,2020-02-02
US,confirmed,11.0,2020-02-03
US,confirmed,11.0,2020-02-04
US,confirmed,12.0,2020-02-05
US,confirmed,12.0,2020-02-06
US,confirmed,12.0,2020-02-07
US,confirmed,12.0,2020-02-08
US,confirmed,15.0,2020-02-09
US,confirmed,15.0,2020-02-10
US,confirmed,16.0,2020-02-11
US,confirmed,16.0,2020-02-12
US,confirmed,18.0,2020-02-13
US,confirmed,18.0,2020-02-14
US,confirmed,18.0,2020-02-15
US,confirmed,18.0,2020-02-16
US,confirmed,18.0,2020-02-17
US,confirmed,18.0,2020-02-18
US,confirmed,18.0,2020-02-19
US,confirmed,18.0,2020-02-20
US,confirmed,40.0,2020-02-21
US,confirmed,40.0,2020-02-22
US,confirmed,40.0,2020-02-23
US,confirmed,58.0,2020-02-24
US,confirmed,59.0,2020-02-25
US,confirmed,65.0,2020-02-26
United Arab Emirates,confirmed,0.0,2020-01-22
United Arab Emirates,confirmed,0.0,2020-01-23
United Arab Emirates,confirmed,0.0,2020-01-24
United Arab Emirates,confirmed,0.0,2020-01-25
United Arab Emirates,confirmed,0.0,2020-01-26
United Arab Emirates,confirmed,0.0,2020-01-27
United Arab Emirates,confirmed,0.0,2020-01-28
United Arab Emirates,confirmed,4.0,2020-01-29
United Arab Emirates,confirmed,4.0,2020-01-30
United Arab Emirates,confirmed,4.0,2020-01-31
United Arab Emirates,confirmed,4.0,2020-02-01
United Arab Emirates,confirmed,5.0,2020-02-02
United Arab Emirates,confirmed,5.0,2020-02-03
United Arab Emirates,confirmed,5.0,2020-02-04
United Arab Emirates,confirmed,5.0,2020-02-05
United Arab Emirates,confirmed,5.0,2020-02-06
United Arab Emirates,confirmed,5.0,2020-02-07
United Arab Emirates,confirmed,7.0,2020-02-08
United Arab Emirates,confirmed,7.0,2020-02-09
United Arab Emirates,confirmed,8.0,2020-02-10
United Arab Emirates,confirmed,8.0,2020-02-11
United Arab Emirates,confirmed,9.0,2020-02-12
United Arab Emirates,confirmed,9.0,2020-02-13
United Arab Emirates,confirmed,9.0,2020-02-14
United Arab Emirates,confirmed,11.0,2020-02-15
United Arab Emirates,confirmed,13.0,2020-02-16
United Arab Emirates,confirmed,13.0,2020-02-17
United Arab Emirates,confirmed,13.0,2020-02-18
United Arab Emirates,confirmed,13.0,2020-02-19
United Arab Emirates,confirmed,13.0,2020-02-20
United Arab Emirates,confirmed,13.0,2020-02-21
United Arab Emirates,confirmed,17.0,2020-02-22
United Arab Emirates,confirmed,17.0,2020-02-23
United Arab Emirates,confirmed,17.0,2020-02-24
United Arab Emirates,confirmed,17.0,2020-02-25
United Arab Emirates,confirmed,17.0,2020-02-26
Vietnam,confirmed,0.0,2020-01-22
Vietnam,confirmed,2.0,2020-01-23
Vietnam,confirmed,2.0,2020-01-24
Vietnam,confirmed,2.0,2020-01-25
Vietnam,confirmed,2.0,2020-01-26
Vietnam,confirmed,2.0,2020-01-27
Vietnam,confirmed,2.0,2020-01-28
Vietnam,confirmed,2.0,2020-01-29
Vietnam,confirmed,2.0,2020-01-30
Vietnam,confirmed,2.0,2020-01-31
Vietnam,confirmed,7.0,2020-02-01
Vietnam,confirmed,7.0,2020-02-02
Vietnam,confirmed,9.0,2020-02-03
Vietnam,confirmed,9.0,2020-02-04
Vietnam,confirmed,9.0,2020-02-05
Vietnam,confirmed,11.0,2020-02-06
Vietnam,confirmed,11.0,2020-02-07
Vietnam,confirmed,14.0,2020-02-08
Vietnam,confirmed,14.0,2020-02-09
Vietnam,confirmed,15.0,2020-02-10
Vietnam,confirmed,21.0,2020-02-11
Vietnam,confirmed,21.0,2020-02-12
Vietnam,confirmed,23.0,2020-02-13
Vietnam,confirmed,23.0,2020-02-14
Vietnam,confirmed,23.0,2020-02-15
Vietnam,confirmed,23.0,2020-02-16
Vietnam,confirmed,23.0,2020-02-17
Vietnam,confirmed,23.0,2020-02-18
Vietnam,confirmed,23.0,2020-02-19
Vietnam,confirmed,23.0,2020-02-20
Vietnam,confirmed,30.0,2020-02-21
Vietnam,confirmed,30.0,2020-02-22
Vietnam,confirmed,30.0,2020-02-23
Vietnam,confirmed,30.0,2020-02-24
Vietnam,confirmed,32.0,2020-02-25
Vietnam,confirmed,32.0,2020-02-26
